"111年02月25日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
="056218" "長榮國票18購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="056435" "金寶元大1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="061705" "陽明元富17購09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="060110" "南電國票18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="060030" "大眾控凱基17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "24000" "9000" "15000" "15000"
="060389" "國泰金統一1C購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="060246" "中鋼構元大19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "43000" "28000" "15000" "15000"
="060256" "華航元大17購08  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="061326" "國泰金元大17購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "17000" "2000" "15000" "15000"
="060915" "長榮元大19購12  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "35000" "20000" "15000" "15000"
="060964" "萬海群益19購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="059265" "致新元大17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="059585" "台亞統一19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="059420" "正文元大17購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="059448" "華航統一19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "67000" "52000" "15000" "15000"
="058346" "萬海凱基17購09  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "22000" "7000" "15000" "15000"
="058347" "萬海凱基17購10  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="058189" "晶豪科元大18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="058118" "南電統一18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "50000" "35000" "15000" "15000"
="058054" "大立光國泰19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="057908" "美利達永豐17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "15000" "0" "15000" "15000"
="057771" "中鋼構元大16購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "27000" "12000" "15000" "15000"
="057441" "永豐餘凱基1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000" "0" "0" "0" "16000" "1000" "15000" "15000"
"3021" "鴻名            " "24000" "10000" "14000" "0" "0" "0" "0" "0" "0" "1000" "1000" "0" "1000" "0" "0" "0" "15000"
"3346" "麗清            " "40000" "25000" "15000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15000"
"4104" "佳醫            " "21000" "7000" "14000" "0" "0" "0" "0" "0" "0" "1" "1" "0" "1" "0" "0" "0" "14001"
="04088P" "臺股指國票1A售04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="049525" "宏達電凱基17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "30000" "16000" "14000" "14000"
="049491" "晶豪科統一16購05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "15000" "1000" "14000" "14000"
="03924P" "南電元大17售06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "46000" "32000" "14000" "14000"
="039213" "美指2X元富17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "15000" "1000" "14000" "14000"
="00681R" "元大美債20反1   " "0" "250000" "-250000" "0" "0" "0" "0" "0" "0" "264000" "0" "50000" "-50000" "314000" "0" "314000" "14000"
="03096P" "陽明群益15售05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "45000" "31000" "14000" "14000"
="03082P" "道瓊指凱基1B售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="03286P" "台積電麥證19售02" "0" "0" "0" "44000" "30000" "14000" "0" "0" "0" "14000" "0" "0" "0" "44000" "30000" "14000" "14000"
="037905" "同欣電兆豐13購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="03606P" "宏碁元大16售06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="04145P" "S&P正2凱基22售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "24000" "10000" "14000" "14000"
="049345" "裕民統一15購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="062335" "一詮群益1A購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="062434" "開發金元大21購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "37000" "23000" "14000" "14000"
="062520" "聯電國票18購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="062484" "長榮統一21購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "86000" "72000" "14000" "14000"
="063591" "建準兆豐19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="08185P" "景碩凱基13售05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="065171" "中砂元大18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="08318P" "晶碩國票13售03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "15000" "1000" "14000" "14000"
="064679" "慧洋統一1A購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "30000" "16000" "14000" "14000"
="064347" "萬海凱基19購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "73000" "59000" "14000" "14000"
="064294" "聯發科國泰1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "94000" "80000" "14000" "14000"
="048357" "南亞元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="047945" "祥碩凱基14購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "111000" "97000" "14000" "14000"
="050785" "長榮元富18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="050432" "燁輝元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="049659" "義隆群益14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="049710" "天鈺國票16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "23000" "9000" "14000" "14000"
="049742" "華擎元大14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="044868" "崇越元大14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="046216" "晶豪科統一14購09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="051661" "技嘉統一16購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="055645" "聯發科凱基18購07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "162000" "148000" "14000" "14000"
="054603" "億光元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "19000" "5000" "14000" "14000"
="054205" "榮運凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "16000" "2000" "14000" "14000"
="053515" "國巨元大15購14  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="053097" "兆豐金麥證16購01" "0" "0" "0" "76000" "62000" "14000" "0" "0" "0" "14000" "0" "0" "0" "76000" "62000" "14000" "14000"
="052923" "潤泰新元大15購06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "17000" "3000" "14000" "14000"
="057043" "台苯中信16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="057079" "南亞永豐16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="056817" "長榮航群益16購14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "294000" "280000" "14000" "14000"
="057603" "臺指反富邦1C購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "25000" "11000" "14000" "14000"
="057597" "新唐統一18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="058140" "敬鵬凱基17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "17000" "3000" "14000" "14000"
="058540" "帆宣中信17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "20000" "6000" "14000" "14000"
="061249" "廣宇群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "14000" "0" "14000" "14000"
="061565" "長榮元大17購32  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "19000" "5000" "14000" "14000"
="061621" "華通日盛17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "16000" "2000" "14000" "14000"
="059788" "強茂永豐17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "17000" "3000" "14000" "14000"
="061947" "富邦金元大1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14000" "0" "0" "0" "30000" "16000" "14000" "14000"
"4977" "眾達-KY         " "23000" "8000" "15000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "14000"
"4943" "康控-KY         " "64000" "49000" "15000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "14000"
="049326" "可寧衛國票15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="049587" "飛宏國票15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "21000" "8000" "13000" "13000"
="04152P" "貿聯凱基18售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "28000" "15000" "13000" "13000"
="03513P" "欣興元富16售04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "43000" "30000" "13000" "13000"
="03487P" "創意康和16售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "58000" "45000" "13000" "13000"
="032133" "中鋼構凱基14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "14000" "1000" "13000" "13000"
="04012P" "強茂元大17售06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="049499" "康普康和15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="064090" "華航統一1B購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="064135" "潤泰全凱基18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="064173" "和益元大18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="08521P" "台聚元大14售04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="063325" "欣興台新18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="063237" "集盛群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "14000" "1000" "13000" "13000"
="062340" "潤泰全群益18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="062915" "萬海群益19購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "17000" "4000" "13000" "13000"
"1416" "廣豐            " "51000" "37000" "14000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "13000"
="051660" "光罩統一17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="051779" "東森元大15購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="051780" "東森元大15購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="051374" "智易元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "17000" "4000" "13000" "13000"
="051498" "長榮凱基15購14  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "28000" "15000" "13000" "13000"
="049914" "台達電統一15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "97000" "84000" "13000" "13000"
="050636" "大成鋼國票16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="046369" "上海銀元大17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "17000" "4000" "13000" "13000"
="051202" "東森元大19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="048785" "華夏元大14購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="048755" "台郡群益14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="050083" "一詮國泰16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="056970" "長榮元大1A購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "18000" "5000" "13000" "13000"
="052474" "國喬凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "63000" "50000" "13000" "13000"
="052136" "陽明凱基15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="053738" "台勝科元富15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "64000" "51000" "13000" "13000"
="054005" "康普兆豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="055435" "長榮統一17購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="055302" "奇鋐元大19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "63000" "50000" "13000" "13000"
="055640" "宏碁凱基19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "42000" "29000" "13000" "13000"
="056445" "飛宏元大1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="056347" "世芯凱基16購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "284000" "271000" "13000" "13000"
="056537" "技嘉統一17購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "20000" "7000" "13000" "13000"
="061675" "長榮凱基19購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="061453" "富采統一19購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="061169" "矽創凱基17購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "23000" "10000" "13000" "13000"
="061090" "南電康和17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "223000" "210000" "13000" "13000"
="060805" "南帝元大17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="058230" "華邦電群益1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
="057740" "華邦電統一16購07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000" "0" "0" "0" "13000" "0" "13000" "13000"
"6591" "動力-KY         " "28000" "15000" "13000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13000"
="00647L" "元大S&P500正2   " "5000" "23000" "-18000" "0" "0" "0" "0" "0" "0" "30781" "0" "0" "0" "205000" "174219" "30781" "12781"
"3013" "晟銘電          " "31000" "19000" "12000" "0" "0" "0" "0" "0" "0" "748" "1000" "167" "833" "0" "85" "-85" "12748"
"4526" "東台            " "27000" "15000" "12000" "0" "0" "0" "0" "0" "0" "416" "0" "0" "0" "3000" "2584" "416" "12416"
="033285" "長榮統一15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "405000" "393000" "12000" "12000"
="03729P" "聯發科元大17售09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "20000" "8000" "12000" "12000"
="03655P" "晶技元大16售04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="04221P" "台驊控元大18售03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="042749" "中興電元大13購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="043071" "天鈺國泰14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="04026P" "富采群益17售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "20000" "8000" "12000" "12000"
="040224" "台積電中信17購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "50000" "38000" "12000" "12000"
="03874P" "緯穎凱基17售02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="04424P" "萬海元富18售06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="041787" "華邦電國票13購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="049442" "裕民凱基15購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "39000" "27000" "12000" "12000"
="047462" "矽創凱基14購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
"2025" "千興            " "12000" "0" "12000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000"
="062950" "鴻海凱基19購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="062872" "亞聚永豐18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "51000" "39000" "12000" "12000"
="062968" "第一金凱基19購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="062844" "榮運中信19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="062594" "台驊控凱基19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "145000" "133000" "12000" "12000"
="063122" "緯創兆豐1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="063173" "南亞科凱基19購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="063570" "台勝科康和18購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="063893" "富鼎國票19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="063835" "強茂國泰1A購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "100000" "88000" "12000" "12000"
="08537P" "臺股指群益15售10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "35000" "23000" "12000" "12000"
="08352P" "臺股指麥證15售04" "0" "0" "0" "12000" "0" "12000" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="08775P" "臺股指凱基14售21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
"1218" "泰山            " "51000" "36000" "15000" "0" "0" "0" "0" "0" "0" "-3000" "0" "3000" "-3000" "0" "0" "0" "12000"
="07613P" "台灣50中信13售02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="064528" "和益永豐18購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="048373" "聯發科元大16購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="048407" "中鋼台新15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="048678" "榮運國泰16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="048074" "友達凱基15購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "254000" "242000" "12000" "12000"
="051200" "裕民元大15購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "22000" "10000" "12000" "12000"
="050806" "光罩元大17購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "14000" "2000" "12000" "12000"
="051010" "長榮國票16購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "20000" "8000" "12000" "12000"
="050767" "長榮凱基16購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "79000" "67000" "12000" "12000"
="045116" "亞聚元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="049639" "威盛統一15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="050274" "超豐元富16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="047253" "台勝科統一16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="051606" "中鋼中信15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="051795" "臻鼎元大17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "20000" "8000" "12000" "12000"
="051681" "中鴻凱基17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="051916" "大成鋼統一18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "120000" "108000" "12000" "12000"
="055718" "奇鋐康和16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "13000" "1000" "12000" "12000"
="056115" "明泰永豐16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="055196" "宏碁群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="055109" "慧洋國票16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "40000" "28000" "12000" "12000"
="053974" "騰輝電國泰17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="053905" "國巨元大15購16  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "12000" "0" "12000" "12000"
="053561" "晶豪科凱基18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "16000" "4000" "12000" "12000"
="053397" "聯發科凱基16購11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12000" "0" "0" "0" "42000" "30000" "12000" "12000"
